DATE;DATE;DOY;"Temperature
(oC)";"Relative Humidity
(%)";"Wind Speed
(m/s)";"Solar Radiation Rs
(w/m2)";"Rain";"Wind Direction
(oC)";"Max. Temperature
(oC)";"Max. Relative Humidity
(%)";"Max.  Wind Speed
(m/s)";"Max. Solar Radiation Rs
(w/m2)";"Min. Temperature
(oC)";"Min. Relative Humidity
(%)";"Min.  Wind Speed
(m/s)";Barometric Pressure (AVG) (mbar);Min. Barometric Pressure (AVG) (mbar);Max. Barometric Pressure (AVG) (mbar);"ETo
(mm)"
7/12/2022;Δεκ;341;10.7;92.3;0;48.3;0.8;90.4;14.2;100;0;475.6;5.7;79.7;0;1012.9;1011.5;1014.8;0.3
8/12/2022;Δεκ;342;11.8;96.6;0;49.7;0.2;90.5;15.9;100;0.2;480.5;8.3;80.7;0;1012.7;1010.7;1015.8;0.4
9/12/2022;Δεκ;343;11.4;97.6;0;39.5;0.2;90.5;15.7;100;0;248.1;7.5;84.1;0;1013;1010.5;1015;0.4
10/12/2022;Δεκ;344;14.4;98.8;0.3;24.5;2.8;90.5;16.8;100;3;139.2;11.8;92;0;1006.1;999.8;1010.5;0.6
11/12/2022;Δεκ;345;15.7;94.3;2.3;58.3;7.4;184.7;19;100;8.4;519.5;12.2;78.5;0;995.9;994.2;1001;1.9
12/12/2022;Δεκ;346;12;86.1;0.5;50;0;214.4;15.9;98.2;2.7;474.1;8.9;63.7;0;1001.1;997.2;1003.1;0.8
13/12/2022;Δεκ;347;9;82.4;0.9;44.5;0;214.3;11.1;96.5;3.2;461.4;4.7;68.6;0;1007;1001;1011.2;1
14/12/2022;Δεκ;348;7.3;79;0.3;97;0.4;214.4;11.2;94.3;2.1;570.3;3.3;62.8;0;1011.6;1008.7;1013.8;0.6
15/12/2022;Δεκ;349;10.8;97.6;0;52.8;2.2;214.4;15.5;100;0.5;531.3;7.9;86.2;0;1009;1006.4;1013;0.4
16/12/2022;Δεκ;350;13.7;98.8;0;26.8;0.2;214.4;16.6;100;0.6;142.6;9.6;93.8;0;1014.3;1012.7;1015.5;0.3
17/12/2022;Δεκ;351;15.6;98.5;0.3;42.6;0;214.4;18;100;1.1;483.9;14.1;90.3;0;1015.1;1013.8;1016.8;0.6
18/12/2022;Δεκ;352;14.3;88.1;0.5;21.2;0.8;214.4;17;100;3.2;117.2;9.7;74.2;0;1021.6;1016.8;1028.3;0.8
19/12/2022;Δεκ;353;6.7;61.2;2.1;44.6;0;279.7;9.6;78.5;4.5;252.4;2.2;43;0.3;1031.8;1028;1034.9;2
20/12/2022;Δεκ;354;5;59.4;1.1;102;0;313.5;10.3;74.8;4.5;476.6;1.2;44.2;0;1030;1026.2;1034.1;1.4
21/12/2022;Δεκ;355;3.4;75.9;0;101.4;0;313.4;10.2;89.6;0.4;470.7;-1.4;51.4;0;1021.3;1017.6;1026;0.3
22/12/2022;Δεκ;356;4.3;84.2;0.2;98.4;0;313.4;11.2;98.3;2.2;463.9;-0.3;60.7;0;1015.2;1013.5;1017.6;0.5
23/12/2022;Δεκ;357;5.6;83.8;0.4;97.6;0;313.3;12.9;98.3;2.4;455.1;0.2;57.1;0;1012.5;1011;1013.8;0.7
24/12/2022;Δεκ;358;7.1;82.2;0;79.6;0;313.3;12.6;94.2;0.6;488.8;0.3;58.6;0;1012.6;1011.5;1014.3;0.3
25/12/2022;Δεκ;359;8.4;83.5;0.1;101.3;0;313.3;16.1;100;1.2;461.4;2.7;51.4;0;1018.3;1014.3;1022.7;0.5
26/12/2022;Δεκ;360;8.6;84.5;0.3;92.8;0;313.3;14.6;98.3;2.3;474.1;2.9;65.2;0;1023.8;1022.4;1025.7;0.6
27/12/2022;Δεκ;361;9.4;87.1;0.2;99.6;0;313.4;15.8;100;2;451.7;4.5;64.7;0;1021.1;1019.4;1022.4;0.6
28/12/2022;Δεκ;362;8.2;90.1;0;27.6;0;313.3;12.7;100;0.1;193.4;3.9;73.3;0;1023.6;1021.9;1025;0.3
29/12/2022;Δεκ;363;8.2;89.7;0.2;86.8;0;313.4;12.8;100;1.9;450.2;3.2;70;0;1023.7;1022.7;1025;0.5
30/12/2022;Δεκ;364;7.9;91;0.4;96.8;0;313.4;15.2;100;3.3;443.9;3;66.4;0;1023.4;1021.9;1025;0.7
31/12/2022;Δεκ;365;8.4;88.8;0.1;98.5;0;313.4;16;100;1.5;451.7;3.7;54.1;0;1026;1024.4;1027.7;0.5
